Reservation_ID,Payment,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan
RES-01658,Card,2500/day,SAVE10,125.0,2625.0,standard
RES-01659,wallet,1500,,75.0,1575.0,eco
RES-01660,Card,₹1200/day,DISC15,60.0,1260.0,standard
RES-01661,UPI,1200,,60.0,1260.0,premium
RES-01662,wallet,₹800/day,SAVE10,,840.0,eco
RES-01663,wallet,3000,DISC15,150.0,3150.0,premium
RES-01664,card,₹1200/day,,60.0,1260.0,premium
RES-01665,Card,1000/day,,50.0,1050.0,eco
RES-01666,UPI,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-01667,UPI,2000/day,DISC15,100.0,2100.0,standard
RES-01668,card,800,,40.0,840.0,standard
RES-01669,wallet,2500,,125.0,2625.0,eco
RES-01670,Card,₹1000/day,DISC15,50.0,1050.0,premium
RES-01671,cash,₹2000/day,SAVE10,,2100.0,standard
RES-01672,Card,"₹ 1,000 /day",BOGUS99,,1050.0,premium
RES-01673,card,1500/day,DISC15,75.0,1575.0,premium
RES-01674,wallet,₹2500/day,BOGUS99,125.0,2625.0,standard
RES-01675,card,2000,DISC15,,2100.0,standard
RES-01676,UPI,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-01677,UPI,₹2000/day,SAVE10,,2100.0,eco
RES-01678,card,₹1000/day,SAVE10,50.0,1050.0,standard
RES-01679,Card,3000/day,DISC15,,3150.0,premium
RES-01680,upi,₹1000/day,,50.0,1050.0,standard
RES-01681,wallet,"₹ 1,500 /day",,75.0,1575.0,eco
RES-01682,UPI,1200/day,BOGUS99,60.0,1260.0,eco
RES-01683,upi,2500/day,,125.0,2625.0,eco
RES-01684,wallet,₹3000/day,,,3150.0,premium
RES-01685,card,"₹ 1,500 /day",SAVE10,75.0,1575.0,standard
RES-01686,card,₹800/day,SAVE10,40.0,840.0,eco
RES-01687,upi,₹1200/day,BOGUS99,,1260.0,standard
RES-01688,UPI,₹1500/day,,75.0,1575.0,eco
RES-01689,Card,1200,DISC15,60.0,1260.0,premium
RES-01690,UPI,1200,DISC15,,1260.0,premium
RES-01691,wallet,₹800/day,DISC15,,840.0,eco
RES-01692,card,2500,,125.0,2625.0,eco
RES-01693,card,1200,DISC15,60.0,1260.0,premium
RES-01694,UPI,₹2500/day,SAVE10,125.0,2625.0,eco
RES-01695,Card,"₹ 2,000 /day",DISC15,,2100.0,standard
RES-01696,Card,"₹ 2,500 /day",,125.0,2625.0,premium
RES-01697,wallet,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-01698,upi,1500/day,BOGUS99,,1575.0,eco
RES-01699,card,₹3000/day,SAVE10,,3150.0,standard
RES-01700,upi,3000,BOGUS99,150.0,3150.0,premium
RES-01701,UPI,"₹ 2,500 /day",,125.0,2625.0,standard
RES-01702,wallet,₹1500/day,DISC15,,1575.0,standard
RES-01703,upi,1000/day,,50.0,1050.0,standard
RES-01704,wallet,₹3000/day,DISC15,150.0,3150.0,standard
RES-01705,wallet,2000,,100.0,2100.0,standard
RES-01706,cash,₹1500/day,BOGUS99,,1575.0,premium
RES-01707,UPI,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-01708,upi,1000/day,,50.0,1050.0,eco
RES-01709,upi,1000/day,SAVE10,50.0,1050.0,premium
RES-01710,Card,3000/day,SAVE10,150.0,3150.0,eco
RES-01711,cash,3000/day,SAVE10,150.0,3150.0,eco
RES-01712,card,"₹ 2,000 /day",BOGUS99,,2100.0,premium
RES-01713,cash,2500/day,BOGUS99,125.0,2625.0,standard
RES-01714,Card,3000/day,BOGUS99,150.0,3150.0,premium
RES-01715,cash,"₹ 1,000 /day",DISC15,,1050.0,standard
RES-01716,wallet,2500,DISC15,125.0,2625.0,premium
RES-01717,upi,800/day,,40.0,840.0,premium
RES-01718,cash,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco
RES-01719,Card,₹1200/day,DISC15,60.0,1260.0,standard
RES-01720,card,800,SAVE10,40.0,840.0,premium
RES-01721,Card,₹2000/day,SAVE10,100.0,2100.0,premium
RES-01722,UPI,"₹ 2,000 /day",BOGUS99,,2100.0,eco
RES-01723,Card,₹2500/day,SAVE10,125.0,2625.0,standard
RES-01724,upi,2000,SAVE10,,2100.0,standard
RES-01725,Card,₹1500/day,BOGUS99,75.0,1575.0,standard
RES-01726,upi,₹3000/day,DISC15,150.0,3150.0,premium
RES-01727,cash,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco
RES-01728,upi,₹1200/day,BOGUS99,60.0,1260.0,eco
RES-01729,UPI,2000/day,SAVE10,100.0,2100.0,premium
RES-01730,cash,3000,BOGUS99,150.0,3150.0,standard
RES-01731,card,"₹ 1,200 /day",BOGUS99,,1260.0,premium
RES-01732,UPI,₹ 800 /day,BOGUS99,40.0,840.0,eco
RES-01733,upi,1200,DISC15,60.0,1260.0,premium
RES-01734,wallet,2000/day,,100.0,2100.0,eco
RES-01735,UPI,2500,BOGUS99,125.0,2625.0,standard
RES-01736,card,"₹ 1,200 /day",DISC15,,1260.0,standard
RES-01737,card,800,DISC15,,840.0,standard
RES-01738,wallet,2500,,,2625.0,standard
RES-01739,UPI,1200,BOGUS99,60.0,1260.0,premium
RES-01740,card,₹1500/day,,75.0,1575.0,premium
RES-01741,card,1200,SAVE10,60.0,1260.0,eco
RES-01742,upi,2500/day,,125.0,2625.0,premium
RES-01743,Card,₹1500/day,DISC15,75.0,1575.0,eco
RES-01744,upi,1500,SAVE10,75.0,1575.0,premium
RES-01745,wallet,800,,40.0,840.0,standard
RES-01746,Card,1500/day,,75.0,1575.0,premium
RES-01747,card,₹ 800 /day,DISC15,40.0,840.0,standard
RES-01748,UPI,1500,,75.0,1575.0,standard
RES-01749,UPI,₹1500/day,,,1575.0,premium
RES-01750,UPI,1000/day,BOGUS99,50.0,1050.0,eco
RES-01751,wallet,"₹ 1,000 /day",DISC15,,1050.0,eco
RES-01752,upi,₹3000/day,,150.0,3150.0,premium
RES-01753,Card,₹1000/day,SAVE10,,1050.0,standard
RES-01754,Card,₹3000/day,BOGUS99,150.0,3150.0,eco
RES-01755,wallet,800/day,SAVE10,,840.0,eco
RES-01756,cash,₹2000/day,,100.0,2100.0,standard
RES-01757,Card,₹1200/day,,60.0,1260.0,premium
RES-01758,card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-01759,upi,3000,BOGUS99,150.0,3150.0,standard
RES-01760,UPI,2000,,100.0,2100.0,premium
RES-01761,cash,1500,,75.0,1575.0,premium
RES-01762,UPI,3000/day,,150.0,3150.0,premium
RES-01763,cash,₹1000/day,,50.0,1050.0,premium
RES-01764,wallet,"₹ 2,000 /day",,100.0,2100.0,standard
RES-01765,card,3000,DISC15,,3150.0,premium
RES-01766,upi,"₹ 1,500 /day",,75.0,1575.0,premium
RES-01767,UPI,₹ 800 /day,,,840.0,premium
RES-01768,card,"₹ 2,500 /day",,125.0,2625.0,eco
RES-01769,card,₹ 800 /day,DISC15,40.0,840.0,eco
RES-01770,wallet,1500/day,SAVE10,75.0,1575.0,premium
RES-01771,wallet,"₹ 1,500 /day",,,1575.0,premium
RES-01772,UPI,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco
RES-01773,upi,2000/day,SAVE10,100.0,2100.0,standard
RES-01774,cash,1000,SAVE10,50.0,1050.0,premium
RES-01775,UPI,800,DISC15,,840.0,standard
RES-01776,Card,"₹ 3,000 /day",BOGUS99,,3150.0,eco
RES-01777,card,₹3000/day,DISC15,150.0,3150.0,standard
RES-01778,wallet,1000/day,SAVE10,50.0,1050.0,eco
RES-01779,card,2000/day,,100.0,2100.0,premium
RES-01780,Card,₹800/day,,40.0,840.0,premium
RES-01781,Card,3000/day,,150.0,3150.0,premium
RES-01782,UPI,3000/day,,150.0,3150.0,eco
RES-01783,upi,₹800/day,DISC15,40.0,840.0,standard
RES-01784,Card,1000/day,DISC15,50.0,1050.0,standard
RES-01785,upi,2000/day,SAVE10,,2100.0,premium
RES-01786,wallet,"₹ 2,000 /day",BOGUS99,100.0,2100.0,eco
RES-01787,upi,800,BOGUS99,40.0,840.0,premium
RES-01788,wallet,2000,SAVE10,100.0,2100.0,eco
RES-01789,card,"₹ 2,000 /day",BOGUS99,100.0,2100.0,standard
RES-01790,wallet,3000,,150.0,3150.0,standard
RES-01791,card,1500/day,SAVE10,,1575.0,standard
RES-01792,Card,"₹ 1,200 /day",BOGUS99,,1260.0,eco
RES-01793,upi,₹800/day,DISC15,40.0,840.0,eco
RES-01794,Card,₹3000/day,DISC15,150.0,3150.0,eco
RES-01795,wallet,1500/day,BOGUS99,75.0,1575.0,standard
RES-01796,upi,1500,DISC15,75.0,1575.0,premium
RES-01797,upi,2500,SAVE10,125.0,2625.0,eco
RES-01798,Card,"₹ 3,000 /day",BOGUS99,150.0,3150.0,eco
RES-01799,Card,₹1500/day,BOGUS99,75.0,1575.0,eco
RES-01800,wallet,₹3000/day,BOGUS99,150.0,3150.0,standard
RES-01801,cash,2000/day,,100.0,2100.0,standard
RES-01802,UPI,₹3000/day,BOGUS99,150.0,3150.0,premium
RES-01803,UPI,800,BOGUS99,40.0,840.0,eco
RES-01804,Card,"₹ 3,000 /day",SAVE10,150.0,3150.0,eco
RES-01805,cash,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-01806,cash,₹ 800 /day,BOGUS99,40.0,840.0,premium
RES-01807,cash,"₹ 1,500 /day",BOGUS99,75.0,1575.0,premium
RES-01808,card,"₹ 1,200 /day",DISC15,60.0,1260.0,eco
RES-01809,card,2000/day,,100.0,2100.0,standard
RES-01810,Card,₹ 800 /day,SAVE10,40.0,840.0,standard
RES-01811,cash,800,DISC15,40.0,840.0,standard
RES-01812,wallet,₹1000/day,BOGUS99,,1050.0,eco
RES-01813,card,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-01814,UPI,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco
RES-01815,cash,800,,,840.0,standard
RES-01816,wallet,3000,DISC15,,3150.0,premium
RES-01817,Card,₹2000/day,BOGUS99,100.0,2100.0,eco
RES-01818,wallet,"₹ 1,500 /day",DISC15,,1575.0,standard
RES-01819,wallet,1000,,50.0,1050.0,premium
RES-01820,wallet,₹1500/day,,75.0,1575.0,standard
RES-01821,UPI,"₹ 2,500 /day",DISC15,125.0,2625.0,standard
RES-01822,upi,800/day,DISC15,,840.0,eco
RES-01823,wallet,"₹ 1,000 /day",,50.0,1050.0,eco
RES-01824,UPI,800/day,DISC15,,840.0,standard
RES-01825,Card,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard
RES-01826,card,₹800/day,DISC15,40.0,840.0,eco
RES-01827,wallet,"₹ 2,000 /day",SAVE10,100.0,2100.0,eco
RES-01828,cash,₹ 800 /day,,,840.0,standard
RES-01829,UPI,800/day,,40.0,840.0,eco
RES-01830,upi,"₹ 1,000 /day",BOGUS99,,1050.0,premium
RES-01831,UPI,"₹ 1,200 /day",BOGUS99,60.0,1260.0,premium
RES-01832,card,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01833,cash,₹1500/day,,75.0,1575.0,premium
RES-01834,Card,2500/day,DISC15,125.0,2625.0,eco
RES-01835,wallet,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco
RES-01836,card,1000,BOGUS99,50.0,1050.0,premium
RES-01837,Card,1000,,50.0,1050.0,eco
RES-01838,wallet,1000/day,DISC15,50.0,1050.0,eco
RES-01839,UPI,800,SAVE10,40.0,840.0,eco
RES-01840,Card,2500/day,DISC15,125.0,2625.0,premium
RES-01841,upi,"₹ 2,000 /day",,100.0,2100.0,premium
RES-01842,UPI,2500,DISC15,125.0,2625.0,eco
RES-01843,upi,₹1500/day,,75.0,1575.0,eco
RES-01844,card,₹800/day,BOGUS99,,840.0,eco
RES-01845,Card,1000,SAVE10,50.0,1050.0,standard
RES-01846,card,₹1200/day,SAVE10,,1260.0,premium
RES-01847,card,3000/day,SAVE10,150.0,3150.0,eco
RES-01848,wallet,800,,40.0,840.0,eco
RES-01849,Card,1000,SAVE10,50.0,1050.0,eco
RES-01850,Card,3000/day,DISC15,150.0,3150.0,eco
RES-01851,card,2000/day,SAVE10,100.0,2100.0,premium
RES-01852,upi,3000,SAVE10,150.0,3150.0,eco
RES-01853,cash,"₹ 1,000 /day",,50.0,1050.0,premium
RES-01854,UPI,800/day,BOGUS99,40.0,840.0,premium
RES-01855,Card,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium
RES-01856,wallet,"₹ 1,200 /day",BOGUS99,,1260.0,premium
RES-01857,Card,"₹ 2,500 /day",,125.0,2625.0,standard
RES-01858,cash,800/day,,40.0,840.0,eco
RES-01859,cash,1500,SAVE10,,1575.0,eco
RES-01860,upi,₹1200/day,BOGUS99,60.0,1260.0,premium
RES-01861,card,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium
RES-01862,wallet,₹800/day,BOGUS99,40.0,840.0,standard
RES-01863,UPI,1200/day,SAVE10,60.0,1260.0,premium
RES-01864,cash,1000,BOGUS99,50.0,1050.0,premium
RES-01865,Card,2500/day,BOGUS99,125.0,2625.0,premium
RES-01866,Card,₹3000/day,DISC15,150.0,3150.0,standard
RES-01867,Card,"₹ 1,000 /day",DISC15,50.0,1050.0,eco
RES-01868,Card,₹3000/day,SAVE10,,3150.0,eco
RES-01869,wallet,800/day,BOGUS99,40.0,840.0,premium
RES-01870,cash,1000,SAVE10,,1050.0,standard
RES-01871,cash,1500/day,SAVE10,75.0,1575.0,eco
RES-01872,Card,₹2500/day,BOGUS99,125.0,2625.0,eco
RES-01873,wallet,1500/day,BOGUS99,75.0,1575.0,standard
RES-01874,wallet,₹1500/day,DISC15,75.0,1575.0,standard
RES-01875,wallet,1500,DISC15,75.0,1575.0,standard
RES-01876,card,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-01877,wallet,1000/day,,,1050.0,eco
RES-01878,wallet,₹800/day,SAVE10,40.0,840.0,standard
RES-01879,card,"₹ 2,000 /day",SAVE10,,2100.0,standard
RES-01880,wallet,1000,DISC15,50.0,1050.0,eco
RES-01881,upi,1500,SAVE10,75.0,1575.0,standard
RES-01882,card,2500/day,DISC15,125.0,2625.0,eco
RES-01883,Card,"₹ 1,500 /day",,75.0,1575.0,eco
RES-01884,UPI,₹2500/day,DISC15,,2625.0,premium
RES-01885,wallet,1200/day,,60.0,1260.0,eco
RES-01886,Card,1000/day,BOGUS99,,1050.0,eco
RES-01887,upi,₹800/day,DISC15,40.0,840.0,premium
RES-01888,Card,₹3000/day,DISC15,150.0,3150.0,eco
RES-01889,upi,₹1500/day,DISC15,75.0,1575.0,eco
RES-01890,wallet,₹1500/day,DISC15,75.0,1575.0,premium
RES-01891,wallet,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-01892,UPI,2000/day,BOGUS99,100.0,2100.0,eco
RES-01893,Card,1200,DISC15,60.0,1260.0,premium
RES-01894,UPI,800/day,SAVE10,40.0,840.0,standard
RES-01895,wallet,3000,SAVE10,,3150.0,premium
RES-01896,UPI,800,DISC15,40.0,840.0,standard
RES-01897,upi,800,BOGUS99,40.0,840.0,standard
RES-01898,UPI,₹1500/day,SAVE10,75.0,1575.0,eco
RES-01899,Card,2500,BOGUS99,125.0,2625.0,standard
RES-01900,Card,1200,DISC15,60.0,1260.0,standard
RES-01901,UPI,3000/day,DISC15,150.0,3150.0,premium
RES-01902,upi,800/day,SAVE10,,840.0,standard
RES-01903,UPI,3000,SAVE10,150.0,3150.0,eco
RES-01904,UPI,2500/day,,125.0,2625.0,premium
RES-01905,Card,1000/day,DISC15,50.0,1050.0,standard
RES-01906,card,2500,BOGUS99,125.0,2625.0,standard
RES-01907,wallet,"₹ 2,500 /day",DISC15,125.0,2625.0,eco
RES-01908,cash,₹2000/day,SAVE10,100.0,2100.0,eco
RES-01909,card,2000,BOGUS99,100.0,2100.0,eco
RES-01910,UPI,3000/day,,150.0,3150.0,premium
RES-01911,UPI,2500/day,BOGUS99,125.0,2625.0,premium
RES-01912,upi,1200,DISC15,60.0,1260.0,eco
RES-01913,wallet,"₹ 1,200 /day",DISC15,60.0,1260.0,premium
RES-01914,wallet,"₹ 2,000 /day",BOGUS99,100.0,2100.0,premium
RES-01915,cash,₹1500/day,DISC15,75.0,1575.0,eco
RES-01916,UPI,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-01917,Card,"₹ 1,200 /day",,60.0,1260.0,eco
RES-01918,card,₹1000/day,SAVE10,50.0,1050.0,standard
RES-01919,UPI,800,SAVE10,40.0,840.0,standard
RES-01920,wallet,"₹ 1,200 /day",DISC15,60.0,1260.0,premium
RES-01921,cash,800,SAVE10,40.0,840.0,eco
RES-01922,wallet,"₹ 3,000 /day",,150.0,3150.0,premium
RES-01923,Card,"₹ 2,500 /day",SAVE10,125.0,2625.0,eco
RES-01924,upi,1500,SAVE10,75.0,1575.0,standard
RES-01925,card,2000/day,SAVE10,100.0,2100.0,premium
RES-01926,wallet,2000,DISC15,100.0,2100.0,eco
RES-01927,upi,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-01928,Card,"₹ 1,500 /day",,,1575.0,eco
RES-01929,card,2500/day,SAVE10,125.0,2625.0,premium
RES-01930,wallet,"₹ 2,000 /day",DISC15,,2100.0,premium
RES-01931,Card,1200/day,DISC15,60.0,1260.0,premium
RES-01932,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,eco
RES-01933,upi,1500,DISC15,,1575.0,eco
RES-01934,wallet,1200,BOGUS99,60.0,1260.0,standard
RES-01935,cash,₹1200/day,DISC15,60.0,1260.0,eco
RES-01936,UPI,₹1500/day,DISC15,75.0,1575.0,standard
RES-01937,Card,"₹ 1,000 /day",DISC15,50.0,1050.0,eco
RES-01938,upi,₹1500/day,SAVE10,75.0,1575.0,premium
RES-01939,Card,₹2000/day,,100.0,2100.0,eco
RES-01940,Card,3000,DISC15,150.0,3150.0,eco
RES-01941,card,1200,SAVE10,60.0,1260.0,premium
RES-01942,cash,1500,,75.0,1575.0,premium
RES-01943,UPI,₹1500/day,DISC15,,1575.0,standard
RES-01944,cash,2500,DISC15,,2625.0,premium
RES-01945,UPI,1000/day,,50.0,1050.0,eco
RES-01946,upi,₹2000/day,DISC15,100.0,2100.0,standard
RES-01947,upi,800,SAVE10,40.0,840.0,eco
RES-01948,Card,1200,SAVE10,60.0,1260.0,eco
RES-01949,UPI,1500,,75.0,1575.0,premium
RES-01950,wallet,₹1500/day,BOGUS99,75.0,1575.0,premium
RES-01951,upi,₹1000/day,BOGUS99,,1050.0,premium
RES-01952,wallet,2000/day,,,2100.0,premium
RES-01953,upi,800,BOGUS99,40.0,840.0,premium
RES-01954,card,₹2000/day,DISC15,100.0,2100.0,standard
RES-01955,Card,3000/day,SAVE10,150.0,3150.0,eco
RES-01956,upi,800/day,BOGUS99,,840.0,premium
RES-01957,cash,"₹ 1,500 /day",,,1575.0,standard
RES-01958,card,₹ 800 /day,SAVE10,40.0,840.0,eco
RES-01959,wallet,2000/day,DISC15,100.0,2100.0,premium
RES-01960,card,2000/day,BOGUS99,100.0,2100.0,standard
RES-01961,card,800,DISC15,,840.0,eco
RES-01962,UPI,₹ 800 /day,,40.0,840.0,eco
RES-01963,wallet,₹1200/day,,60.0,1260.0,standard
RES-01964,Card,2500,BOGUS99,125.0,2625.0,premium
RES-01965,cash,₹1000/day,SAVE10,50.0,1050.0,eco
RES-01966,upi,"₹ 3,000 /day",,150.0,3150.0,eco
RES-01967,upi,₹1200/day,DISC15,60.0,1260.0,standard
RES-01968,upi,3000,SAVE10,150.0,3150.0,standard
RES-01969,UPI,₹1000/day,DISC15,50.0,1050.0,premium
RES-01970,cash,1200/day,BOGUS99,60.0,1260.0,eco
RES-01971,upi,"₹ 2,000 /day",BOGUS99,100.0,2100.0,eco
RES-01972,UPI,"₹ 1,500 /day",SAVE10,75.0,1575.0,standard
RES-01973,wallet,₹ 800 /day,BOGUS99,40.0,840.0,premium
RES-01974,Card,2500/day,DISC15,125.0,2625.0,premium
RES-01975,card,₹3000/day,,150.0,3150.0,standard
RES-01976,card,1500/day,BOGUS99,75.0,1575.0,eco
RES-01977,card,1000/day,SAVE10,50.0,1050.0,standard
RES-01978,card,2000,DISC15,100.0,2100.0,eco
RES-01979,wallet,₹1000/day,BOGUS99,50.0,1050.0,standard
RES-01980,cash,₹1500/day,DISC15,75.0,1575.0,eco
RES-01981,cash,₹3000/day,,150.0,3150.0,premium
RES-01982,cash,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-01983,wallet,2500,BOGUS99,125.0,2625.0,standard
RES-01984,card,"₹ 3,000 /day",,150.0,3150.0,eco
RES-01985,cash,₹2000/day,DISC15,,2100.0,premium
RES-01986,UPI,800/day,,40.0,840.0,eco
RES-01987,upi,3000,DISC15,150.0,3150.0,premium
RES-01988,Card,₹800/day,BOGUS99,40.0,840.0,premium
RES-01989,Card,2000/day,BOGUS99,100.0,2100.0,eco
RES-01990,wallet,"₹ 1,500 /day",,75.0,1575.0,standard
RES-01991,wallet,₹1200/day,DISC15,60.0,1260.0,premium
RES-01992,wallet,1000/day,DISC15,50.0,1050.0,eco
RES-01993,UPI,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-01994,card,1500,BOGUS99,75.0,1575.0,premium
RES-01995,UPI,"₹ 3,000 /day",SAVE10,,3150.0,standard
RES-01996,UPI,₹2500/day,SAVE10,125.0,2625.0,eco
RES-01997,wallet,800/day,BOGUS99,40.0,840.0,standard
RES-01998,cash,1500,,,1575.0,premium
RES-01999,wallet,"₹ 1,000 /day",DISC15,,1050.0,standard
RES-02000,Card,800,SAVE10,40.0,840.0,standard
RES-02001,card,₹800/day,BOGUS99,40.0,840.0,standard
RES-02002,card,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium
RES-02003,cash,₹3000/day,,150.0,3150.0,eco
RES-02004,Card,1000/day,,50.0,1050.0,standard
RES-02005,Card,3000,SAVE10,,3150.0,premium
RES-02006,UPI,800,SAVE10,40.0,840.0,eco
RES-02007,UPI,₹ 800 /day,,,840.0,eco
RES-02008,Card,3000/day,,,3150.0,premium
RES-02009,UPI,"₹ 1,000 /day",DISC15,50.0,1050.0,standard
RES-02010,UPI,"₹ 1,000 /day",,,1050.0,standard
RES-02011,cash,2000/day,DISC15,100.0,2100.0,eco
RES-02012,upi,₹2000/day,DISC15,100.0,2100.0,eco
RES-02013,wallet,2000/day,BOGUS99,100.0,2100.0,standard
RES-02014,wallet,3000/day,BOGUS99,150.0,3150.0,premium
RES-02015,UPI,800,DISC15,40.0,840.0,standard
RES-02016,card,1000/day,BOGUS99,50.0,1050.0,standard
RES-02017,Card,₹2000/day,,100.0,2100.0,premium
RES-02018,UPI,2000/day,BOGUS99,100.0,2100.0,premium
RES-02019,cash,1000,DISC15,50.0,1050.0,standard
RES-02020,card,₹ 800 /day,BOGUS99,,840.0,premium
RES-02021,card,₹3000/day,DISC15,150.0,3150.0,standard
RES-02022,wallet,1500,DISC15,75.0,1575.0,premium
RES-02023,upi,"₹ 1,500 /day",DISC15,75.0,1575.0,standard
RES-02024,UPI,2000,DISC15,100.0,2100.0,standard
RES-02025,wallet,"₹ 1,500 /day",,75.0,1575.0,eco
RES-02026,wallet,₹1500/day,,75.0,1575.0,standard
RES-02027,upi,"₹ 3,000 /day",BOGUS99,150.0,3150.0,standard
RES-02028,cash,2000,SAVE10,100.0,2100.0,premium
RES-02029,upi,1200/day,DISC15,60.0,1260.0,eco
RES-02030,card,1200,,,1260.0,standard
RES-02031,upi,800/day,BOGUS99,40.0,840.0,standard
RES-02032,Card,2000,DISC15,100.0,2100.0,eco
RES-02033,upi,1200/day,SAVE10,60.0,1260.0,eco
RES-02034,UPI,₹800/day,DISC15,40.0,840.0,eco
RES-02035,card,₹3000/day,SAVE10,150.0,3150.0,eco
RES-02036,Card,2500,,125.0,2625.0,standard
RES-02037,upi,₹1200/day,,60.0,1260.0,eco
RES-02038,cash,₹3000/day,,150.0,3150.0,standard
RES-02039,card,1200/day,,60.0,1260.0,standard
RES-02040,upi,₹1000/day,SAVE10,50.0,1050.0,eco
RES-02041,Card,₹2000/day,BOGUS99,100.0,2100.0,standard
RES-02042,wallet,"₹ 1,500 /day",BOGUS99,75.0,1575.0,standard
RES-02043,card,800/day,,40.0,840.0,standard
RES-02044,card,₹800/day,SAVE10,40.0,840.0,standard
RES-02045,UPI,3000,,150.0,3150.0,standard
RES-02046,cash,"₹ 1,200 /day",BOGUS99,60.0,1260.0,standard
RES-02047,UPI,1000/day,,50.0,1050.0,premium
RES-02048,card,"₹ 2,000 /day",,100.0,2100.0,premium
RES-02049,cash,₹1200/day,SAVE10,60.0,1260.0,eco
RES-02050,UPI,3000,SAVE10,150.0,3150.0,standard
RES-02051,Card,"₹ 2,000 /day",DISC15,100.0,2100.0,standard
RES-02052,cash,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium
RES-02053,card,1200,DISC15,60.0,1260.0,standard
RES-02054,wallet,2500/day,SAVE10,125.0,2625.0,standard
RES-02055,wallet,2000/day,BOGUS99,100.0,2100.0,standard
RES-02056,cash,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard
RES-02057,Card,1200,DISC15,60.0,1260.0,standard
RES-02058,cash,₹2000/day,,,2100.0,eco
RES-02059,wallet,"₹ 3,000 /day",,150.0,3150.0,standard
RES-02060,upi,"₹ 1,200 /day",BOGUS99,,1260.0,eco
RES-02061,upi,₹2500/day,SAVE10,,2625.0,standard
RES-02062,upi,₹1000/day,BOGUS99,50.0,1050.0,eco
RES-02063,Card,2000/day,DISC15,,2100.0,standard
RES-02064,wallet,1500/day,BOGUS99,75.0,1575.0,eco
RES-02065,UPI,1000,BOGUS99,50.0,1050.0,premium
RES-02066,upi,"₹ 1,200 /day",,60.0,1260.0,eco
RES-02067,UPI,1500,DISC15,75.0,1575.0,premium
RES-02068,upi,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard
RES-02069,upi,"₹ 3,000 /day",DISC15,150.0,3150.0,premium
RES-02070,Card,"₹ 2,500 /day",,125.0,2625.0,premium
RES-02071,card,"₹ 1,000 /day",,50.0,1050.0,premium
RES-02072,wallet,2500,,,2625.0,eco
RES-02073,UPI,800,BOGUS99,40.0,840.0,premium
RES-02074,upi,"₹ 1,000 /day",,50.0,1050.0,eco
RES-02075,cash,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-02076,UPI,"₹ 1,000 /day",DISC15,50.0,1050.0,eco
RES-02077,wallet,₹800/day,BOGUS99,40.0,840.0,eco
RES-02078,cash,3000,SAVE10,150.0,3150.0,eco
RES-02079,card,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium
RES-02080,Card,2500,DISC15,,2625.0,standard
RES-02081,card,₹2500/day,SAVE10,125.0,2625.0,premium
RES-02082,card,2500/day,,125.0,2625.0,premium
RES-02083,UPI,3000,SAVE10,150.0,3150.0,standard
RES-02084,upi,₹800/day,SAVE10,40.0,840.0,premium
RES-02085,cash,₹2000/day,BOGUS99,100.0,2100.0,premium
RES-02086,Card,₹800/day,,,840.0,standard
RES-02087,upi,₹1200/day,DISC15,60.0,1260.0,eco
RES-02088,Card,₹2500/day,SAVE10,125.0,2625.0,standard
RES-02089,wallet,800,,,840.0,premium
RES-02090,card,₹ 800 /day,BOGUS99,40.0,840.0,standard
RES-02091,UPI,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco
RES-02092,UPI,"₹ 1,000 /day",,50.0,1050.0,eco
RES-02093,upi,₹1000/day,BOGUS99,50.0,1050.0,premium
RES-02094,card,1200/day,DISC15,60.0,1260.0,premium
RES-02095,Card,2500/day,BOGUS99,125.0,2625.0,premium
RES-02096,cash,1500,DISC15,,1575.0,premium
